Date,Country,Exchange,Holiday
"Jan 28, 2025",Hong Kong,Hong Kong Stock Exchange,Chinese New Year - Early close at 12:00
"Jan 29, 2025",Hong Kong,Hong Kong Stock Exchange,Chinese New Year
"Jan 30, 2025",Hong Kong,Hong Kong Stock Exchange,Chinese New Year
"Jan 31, 2025",Hong Kong,Hong Kong Stock Exchange,Chinese New Year
"Apr 04, 2025",Hong Kong,Hong Kong Stock Exchange,Ching Ming Festival
"Apr 18, 2025",Hong Kong,Hong Kong Stock Exchange,Good Friday
"Apr 21, 2025",Hong Kong,Hong Kong Stock Exchange,Easter
"May 01, 2025",Hong Kong,Hong Kong Stock Exchange,Labor Day
"May 05, 2025",Hong Kong,Hong Kong Stock Exchange,The Birthday of the Buddha
"May 31, 2025",Hong Kong,Hong Kong Stock Exchange,Tuen Ng Day
"Jul 01, 2025",Hong Kong,Hong Kong Stock Exchange,Hong Kong Special Administrative Region Establishment Day
"Oct 01, 2025",Hong Kong,Hong Kong Stock Exchange,National Day
"Oct 07, 2025",Hong Kong,Hong Kong Stock Exchange,The day following the Chinese Mid-Autumn Festival
"Oct 29, 2025",Hong Kong,Hong Kong Stock Exchange,Chung Yeung Day
"Dec 25, 2025",Hong Kong,Hong Kong Stock Exchange,Christmas
"Dec 26, 2025",Hong Kong,Hong Kong Stock Exchange,The first weekday after Christmas Day
"Dec 31, 2025",Hong Kong,Hong Kong Stock Exchange,New Year's Day - Early close at 12:00
"Jan 01, 2024",Hungary,Budapest Stock Exchange,New Year's Day
"Mar 15, 2024",Hungary,Budapest Stock Exchange,National Day
"Mar 29, 2024",Hungary,Budapest Stock Exchange,Good Friday
"Apr 01, 2024",Hungary,Budapest Stock Exchange,Easter
"May 01, 2024",Hungary,Budapest Stock Exchange,Labor Day
"May 20, 2024",Hungary,Budapest Stock Exchange,Pentecost
"Aug 19, 2024",Hungary,Budapest Stock Exchange,St. Stephen's Day
"Aug 20, 2024",Hungary,Budapest Stock Exchange,St. Stephen's Day
"Oct 23, 2024",Hungary,Budapest Stock Exchange,Republic Day
"Nov 01, 2024",Hungary,Budapest Stock Exchange,All Saint's Day
"Dec 24, 2024",Hungary,Budapest Stock Exchange,Christmas
"Dec 25, 2024",Hungary,Budapest Stock Exchange,Christmas
"Dec 26, 2024",Hungary,Budapest Stock Exchange,Christmas
"Dec 27, 2024",Hungary,Budapest Stock Exchange,Christmas
"Dec 31, 2024",Hungary,Budapest Stock Exchange,New Year's Day
"Jan 01, 2025",Hungary,Budapest Stock Exchange,New Year's Day
"Apr 18, 2025",Hungary,Budapest Stock Exchange,Good Friday
"Apr 21, 2025",Hungary,Budapest Stock Exchange,Easter
"May 01, 2025",Hungary,Budapest Stock Exchange,Labor Day
"Jun 09, 2025",Hungary,Budapest Stock Exchange,Pentecost
"Aug 20, 2025",Hungary,Budapest Stock Exchange,St. Stephen's Day
"Oct 23, 2025",Hungary,Budapest Stock Exchange,Republic Day
"Dec 24, 2025",Hungary,Budapest Stock Exchange,Christmas
"Dec 25, 2025",Hungary,Budapest Stock Exchange,Christmas
"Dec 26, 2025",Hungary,Budapest Stock Exchange,Christmas
"Dec 31, 2025",Hungary,Budapest Stock Exchange,New Year's Day
"Jan 01, 2024",Iceland,Iceland Stock Exchange,New Year's Day
"Mar 28, 2024",Iceland,Iceland Stock Exchange,Maundy Thursday
"Mar 29, 2024",Iceland,Iceland Stock Exchange,Good Friday
"Apr 01, 2024",Iceland,Iceland Stock Exchange,Easter
"Apr 25, 2024",Iceland,Iceland Stock Exchange,National Day
"May 01, 2024",Iceland,Iceland Stock Exchange,Labor Day
"May 09, 2024",Iceland,Iceland Stock Exchange,Ascension Day
"May 20, 2024",Iceland,Iceland Stock Exchange,Pentecost
"Jun 17, 2024",Iceland,Iceland Stock Exchange,Independence Day
"Aug 05, 2024",Iceland,Iceland Stock Exchange,National Day
"Dec 24, 2024",Iceland,Iceland Stock Exchange,Christmas
"Dec 25, 2024",Iceland,Iceland Stock Exchange,Christmas
"Dec 26, 2024",Iceland,Iceland Stock Exchange,Boxing Day
"Dec 31, 2024",Iceland,Iceland Stock Exchange,New Year's Day
"Jan 01, 2025",Iceland,Iceland Stock Exchange,New Year's Day
"Apr 17, 2025",Iceland,Iceland Stock Exchange,Maundy Thursday
"Apr 18, 2025",Iceland,Iceland Stock Exchange,Good Friday
"Apr 21, 2025",Iceland,Iceland Stock Exchange,Easter
"Apr 24, 2025",Iceland,Iceland Stock Exchange,National Day
"May 01, 2025",Iceland,Iceland Stock Exchange,Labor Day
"May 29, 2025",Iceland,Iceland Stock Exchange,Ascension Day
"Jun 09, 2025",Iceland,Iceland Stock Exchange,Pentecost
"Jun 17, 2025",Iceland,Iceland Stock Exchange,Independence Day
"Aug 04, 2025",Iceland,Iceland Stock Exchange,National Day
"Dec 24, 2025",Iceland,Iceland Stock Exchange,Christmas
"Dec 25, 2025",Iceland,Iceland Stock Exchange,Christmas
"Dec 26, 2025",Iceland,Iceland Stock Exchange,Boxing Day
"Dec 31, 2025",Iceland,Iceland Stock Exchange,New Year's Day
"Jan 22, 2024",India,India National Stock Exchange,Special Holiday
"Jan 26, 2024",India,India National Stock Exchange,Republic Day
"Mar 08, 2024",India,India National Stock Exchange,Mahashivratri
"Mar 25, 2024",India,India National Stock Exchange,Holi
"Mar 29, 2024",India,India National Stock Exchange,Good Friday
"Apr 11, 2024",India,India National Stock Exchange,Id-Ul-Fitr (Ramadan Eid)
"Apr 17, 2024",India,India National Stock Exchange,Shri Ram Navmi
"May 01, 2024",India,India National Stock Exchange,Maharashtra Day
"May 20, 2024",India,India National Stock Exchange,Election Day
"Jun 17, 2024",India,India National Stock Exchange,Bakri Id
"Jul 17, 2024",India,India National Stock Exchange,Moharram
"Aug 15, 2024",India,India National Stock Exchange,Independence Day
"Oct 02, 2024",India,India National Stock Exchange,Mahatma Gandhi Jayanti
"Nov 01, 2024",India,India National Stock Exchange,Diwali
"Nov 15, 2024",India,India National Stock Exchange,Guru Nanak Jayanti
"Nov 20, 2024",India,India National Stock Exchange,Assembly Elections in Maharashtra
"Dec 25, 2024",India,India National Stock Exchange,Christmas
"Feb 26, 2025",India,India National Stock Exchange,Mahashivratri
"Mar 14, 2025",India,India National Stock Exchange,Holi
"Mar 31, 2025",India,India National Stock Exchange,Ramzan (Id-Ul-Fitar)
"Apr 10, 2025",India,India National Stock Exchange,Mahavir Jayanti
"Apr 14, 2025",India,India National Stock Exchange,Ambedkar Jayanti
"Apr 18, 2025",India,India National Stock Exchange,Good Friday
"May 01, 2025",India,India National Stock Exchange,Maharashtra Day
"Aug 15, 2025",India,India National Stock Exchange,Independence Day
"Aug 27, 2025",India,India National Stock Exchange,Ganesh Chaturthi
"Oct 02, 2025",India,India National Stock Exchange,Mahatma Gandhi Jayanti
"Oct 21, 2025",India,India National Stock Exchange,Diwali - Laxmi Puja - Early close at 09:15
"Oct 22, 2025",India,India National Stock Exchange,Diwali-Balipratipada
"Nov 05, 2025",India,India National Stock Exchange,Guru Nanak Jayanti
"Dec 25, 2025",India,India National Stock Exchange,Christmas
"Jan 01, 2024",Indonesia,Jakarta Stock Exchange,New Year's Day
"Feb 08, 2024",Indonesia,Jakarta Stock Exchange,Al Isra' wal-Mi'raj
"Feb 09, 2024",Indonesia,Jakarta Stock Exchange,Chinese New Year
"Feb 14, 2024",Indonesia,Jakarta Stock Exchange,Election Day
"Mar 11, 2024",Indonesia,Jakarta Stock Exchange,Hindu Saka New Year
"Mar 12, 2024",Indonesia,Jakarta Stock Exchange,Hindu Saka New Year
"Mar 29, 2024",Indonesia,Jakarta Stock Exchange,Good Friday
"Apr 08, 2024",Indonesia,Jakarta Stock Exchange,Eid al-Fitr
"Apr 09, 2024",Indonesia,Jakarta Stock Exchange,Eid al-Fitr
"Apr 10, 2024",Indonesia,Jakarta Stock Exchange,Eid al-Fitr
"Apr 11, 2024",Indonesia,Jakarta Stock Exchange,Eid al-Fitr
"Apr 12, 2024",Indonesia,Jakarta Stock Exchange,Eid al-Fitr
"Apr 15, 2024",Indonesia,Jakarta Stock Exchange,Eid al-Fitr
"May 01, 2024",Indonesia,Jakarta Stock Exchange,Labor Day
"May 09, 2024",Indonesia,Jakarta Stock Exchange,Ascension Day
"May 10, 2024",Indonesia,Jakarta Stock Exchange,Ascension Day
"May 23, 2024",Indonesia,Jakarta Stock Exchange,Vesak Day
"May 24, 2024",Indonesia,Jakarta Stock Exchange,Vesak Day
"Jun 17, 2024",Indonesia,Jakarta Stock Exchange,Eid al-Adha
"Jun 18, 2024",Indonesia,Jakarta Stock Exchange,Eid al-Adha
"Sep 16, 2024",Indonesia,Jakarta Stock Exchange,Mawlid-al-Nabi
"Nov 27, 2024",Indonesia,Jakarta Stock Exchange,Regional Election Day
"Dec 25, 2024",Indonesia,Jakarta Stock Exchange,Christmas
"Dec 26, 2024",Indonesia,Jakarta Stock Exchange,Christmas
"Jan 01, 2025",Indonesia,Jakarta Stock Exchange,New Year's Day
"Jan 27, 2025",Indonesia,Jakarta Stock Exchange,Al Isra' wal-Mi'raj
"Jan 28, 2025",Indonesia,Jakarta Stock Exchange,Chinese New Year
"Jan 29, 2025",Indonesia,Jakarta Stock Exchange,Chinese New Year
"Mar 28, 2025",Indonesia,Jakarta Stock Exchange,Hindu Saka New Year
"Mar 31, 2025",Indonesia,Jakarta Stock Exchange,Eid al-Fitr
"Apr 01, 2025",Indonesia,Jakarta Stock Exchange,Eid al-Fitr
"Apr 02, 2025",Indonesia,Jakarta Stock Exchange,Eid al-Fitr
"Apr 03, 2025",Indonesia,Jakarta Stock Exchange,Eid al-Fitr
"Apr 04, 2025",Indonesia,Jakarta Stock Exchange,Eid al-Fitr
"Apr 07, 2025",Indonesia,Jakarta Stock Exchange,Eid al-Fitr
"Apr 18, 2025",Indonesia,Jakarta Stock Exchange,Good Friday
"May 01, 2025",Indonesia,Jakarta Stock Exchange,Labor Day
"May 12, 2025",Indonesia,Jakarta Stock Exchange,Vesak Day
"May 13, 2025",Indonesia,Jakarta Stock Exchange,Vesak Day
"May 29, 2025",Indonesia,Jakarta Stock Exchange,Ascension Day
"May 30, 2025",Indonesia,Jakarta Stock Exchange,Ascension Day
"Jun 06, 2025",Indonesia,Jakarta Stock Exchange,Eid al-Adha
"Jun 09, 2025",Indonesia,Jakarta Stock Exchange,Eid al-Adha
"Jun 27, 2025",Indonesia,Jakarta Stock Exchange,Islamic New Year (Hijri)
"Aug 18, 2025",Indonesia,Jakarta Stock Exchange,Independence Day
"Sep 05, 2025",Indonesia,Jakarta Stock Exchange,Mawlid-al-Nabi
"Dec 25, 2025",Indonesia,Jakarta Stock Exchange,Christmas
"Dec 26, 2025",Indonesia,Jakarta Stock Exchange,Christmas
"Jan 01, 2024",Ireland,Ireland Stock Exchange,New Year's Day
"Mar 29, 2024",Ireland,Ireland Stock Exchange,Good Friday
"Apr 01, 2024",Ireland,Ireland Stock Exchange,Easter
"May 01, 2024",Ireland,Ireland Stock Exchange,Labor Day
"May 06, 2024",Ireland,Ireland Stock Exchange,Bank Holiday
"Dec 24, 2024",Ireland,Ireland Stock Exchange,Christmas - Early close at 12:28
"Dec 25, 2024",Ireland,Ireland Stock Exchange,Christmas
"Dec 26, 2024",Ireland,Ireland Stock Exchange,Boxing Day
"Dec 31, 2024",Ireland,Ireland Stock Exchange,New Year's Day - Early close at 12:28
"Jan 01, 2025",Ireland,Ireland Stock Exchange,New Year's Day
"Apr 18, 2025",Ireland,Ireland Stock Exchange,Good Friday
"Apr 21, 2025",Ireland,Ireland Stock Exchange,Easter
"May 01, 2025",Ireland,Ireland Stock Exchange,Labor Day
"Dec 24, 2025",Ireland,Ireland Stock Exchange,Christmas - Early close at 12:28
"Dec 25, 2025",Ireland,Ireland Stock Exchange,Christmas
"Dec 31, 2025",Ireland,Ireland Stock Exchange,New Year's Day - Early close at 12:28
"Feb 27, 2024",Israel,Tel Aviv Stock Exchange,Regional Election Day
"Mar 24, 2024",Israel,Tel Aviv Stock Exchange,Purim
"Apr 22, 2024",Israel,Tel Aviv Stock Exchange,Passover I Eve
"Apr 23, 2024",Israel,Tel Aviv Stock Exchange,Passover
"Apr 24, 2024",Israel,Tel Aviv Stock Exchange,Passover - Early close at 14:30
"Apr 25, 2024",Israel,Tel Aviv Stock Exchange,Passover - Early close at 14:30
"Apr 28, 2024",Israel,Tel Aviv Stock Exchange,Passover
"Apr 29, 2024",Israel,Tel Aviv Stock Exchange,Passover
"May 13, 2024",Israel,Tel Aviv Stock Exchange,Memorial Day
"May 14, 2024",Israel,Tel Aviv Stock Exchange,Independence Day
"Jun 11, 2024",Israel,Tel Aviv Stock Exchange,Pentecost
"Jun 12, 2024",Israel,Tel Aviv Stock Exchange,Pentecost
"Aug 13, 2024",Israel,Tel Aviv Stock Exchange,Fast Day
"Oct 02, 2024",Israel,Tel Aviv Stock Exchange,Jewish New Year
"Oct 03, 2024",Israel,Tel Aviv Stock Exchange,Jewish New Year
"Oct 16, 2024",Israel,Tel Aviv Stock Exchange,Feast of Tabernacles (Sukkoth)
"Oct 17, 2024",Israel,Tel Aviv Stock Exchange,Feast of Tabernacles (Sukkoth)
"Oct 18, 2024",Israel,Tel Aviv Stock Exchange,Feast of Tabernacles (Sukkoth) - Early close at 14:45
"Oct 19, 2024",Israel,Tel Aviv Stock Exchange,Feast of Tabernacles (Sukkoth) - Early close at 14:45
"Oct 20, 2024",Israel,Tel Aviv Stock Exchange,Feast of Tabernacles (Sukkoth) - Early close at 14:35
"Oct 21, 2024",Israel,Tel Aviv Stock Exchange,Feast of Tabernacles (Sukkoth) - Early close at 14:35
"Oct 22, 2024",Israel,Tel Aviv Stock Exchange,Feast of Tabernacles (Sukkoth) - Early close at 14:35
"Oct 23, 2024",Israel,Tel Aviv Stock Exchange,Rejoicing of the Law (Simchat Tora) Eve
"Oct 24, 2024",Israel,Tel Aviv Stock Exchange,Rejoicing of the Law (Simchat Tora)
"Mar 14, 2025",Israel,Tel Aviv Stock Exchange,Purim
"Apr 13, 2025",Israel,Tel Aviv Stock Exchange,Passover
"Apr 14, 2025",Israel,Tel Aviv Stock Exchange,Passover - Early close at 14:35
"Apr 15, 2025",Israel,Tel Aviv Stock Exchange,Passover - Early close at 14:35
"Apr 16, 2025",Israel,Tel Aviv Stock Exchange,Passover - Early close at 14:35
"Apr 17, 2025",Israel,Tel Aviv Stock Exchange,Passover - Early close at 14:35
"Apr 30, 2025",Israel,Tel Aviv Stock Exchange,Memorial Day
"May 01, 2025",Israel,Tel Aviv Stock Exchange,Independence Day
"Jun 01, 2025",Israel,Tel Aviv Stock Exchange,Shavuot
"Jun 02, 2025",Israel,Tel Aviv Stock Exchange,Shavuot
"Aug 03, 2025",Israel,Tel Aviv Stock Exchange,Fast Day
"Sep 22, 2025",Israel,Tel Aviv Stock Exchange,Jewish New Year
"Sep 23, 2025",Israel,Tel Aviv Stock Exchange,Jewish New Year
"Sep 24, 2025",Israel,Tel Aviv Stock Exchange,Jewish New Year
"Oct 01, 2025",Israel,Tel Aviv Stock Exchange,Yom Kippur
"Oct 02, 2025",Israel,Tel Aviv Stock Exchange,Yom Kippur
"Oct 06, 2025",Israel,Tel Aviv Stock Exchange,Feast of Tabernacles (Sukkoth)
"Oct 07, 2025",Israel,Tel Aviv Stock Exchange,Feast of Tabernacles (Sukkoth)
"Oct 08, 2025",Israel,Tel Aviv Stock Exchange,Feast of Tabernacles (Sukkoth) - Early close at 14:35
"Oct 09, 2025",Israel,Tel Aviv Stock Exchange,Feast of Tabernacles (Sukkoth) - Early close at 14:35
"Oct 12, 2025",Israel,Tel Aviv Stock Exchange,Feast of Tabernacles (Sukkoth) - Early close at 14:35
"Oct 13, 2025",Israel,Tel Aviv Stock Exchange,Rejoicing of the Law (Simchat Tora) Eve
"Oct 14, 2025",Israel,Tel Aviv Stock Exchange,Rejoicing of the Law (Simchat Tora)
"Jan 01, 2024",Italy,Milan Stock Exchange,New Year's Day
"Mar 29, 2024",Italy,Milan Stock Exchange,Good Friday
"Apr 01, 2024",Italy,Milan Stock Exchange,Easter
"May 01, 2024",Italy,Milan Stock Exchange,Labor Day
"Aug 15, 2024",Italy,Milan Stock Exchange,Assumption Day
"Dec 24, 2024",Italy,Milan Stock Exchange,Christmas
"Dec 25, 2024",Italy,Milan Stock Exchange,Christmas
"Dec 26, 2024",Italy,Milan Stock Exchange,St. Stephen's Day
"Dec 31, 2024",Italy,Milan Stock Exchange,New Year's Day
"Jan 01, 2025",Italy,Milan Stock Exchange,New Year's Day
"Apr 18, 2025",Italy,Milan Stock Exchange,Good Friday
"Apr 21, 2025",Italy,Milan Stock Exchange,Easter
"May 01, 2025",Italy,Milan Stock Exchange,Labor Day
"Aug 15, 2025",Italy,Milan Stock Exchange,Assumption Day
"Dec 24, 2025",Italy,Milan Stock Exchange,Christmas
"Dec 25, 2025",Italy,Milan Stock Exchange,Christmas
"Dec 26, 2025",Italy,Milan Stock Exchange,St. Stephen's Day
"Dec 31, 2025",Italy,Milan Stock Exchange,New Year's Day
"Jan 01, 2024",Jamaica,Jamaica Stock exchange,New Year's Day
"Feb 14, 2024",Jamaica,Jamaica Stock exchange,Ash Wednesday
"Mar 29, 2024",Jamaica,Jamaica Stock exchange,Good Friday
"Apr 01, 2024",Jamaica,Jamaica Stock exchange,Easter
"May 23, 2024",Jamaica,Jamaica Stock exchange,Labor Day
"Aug 01, 2024",Jamaica,Jamaica Stock exchange,Emancipation day
"Aug 06, 2024",Jamaica,Jamaica Stock exchange,Independence Day
"Oct 21, 2024",Jamaica,Jamaica Stock exchange,National Heroes Day
"Dec 25, 2024",Jamaica,Jamaica Stock exchange,Christmas
"Dec 26, 2024",Jamaica,Jamaica Stock exchange,Boxing Day
"Jan 01, 2025",Jamaica,Jamaica Stock exchange,New Year's Day
"Mar 05, 2025",Jamaica,Jamaica Stock exchange,Ash Wednesday
"Apr 18, 2025",Jamaica,Jamaica Stock exchange,Good Friday
"Apr 21, 2025",Jamaica,Jamaica Stock exchange,Easter
"May 23, 2025",Jamaica,Jamaica Stock exchange,Labor Day
"Aug 01, 2025",Jamaica,Jamaica Stock exchange,Emancipation day
"Aug 06, 2025",Jamaica,Jamaica Stock exchange,Independence Day
"Oct 20, 2025",Jamaica,Jamaica Stock exchange,National Heroes Day
"Dec 25, 2025",Jamaica,Jamaica Stock exchange,Christmas
"Dec 26, 2025",Jamaica,Jamaica Stock exchange,Boxing Day
"Jan 01, 2024",Japan,Tokyo Stock Exchange,New Year's Day
"Jan 02, 2024",Japan,Tokyo Stock Exchange,Market Holiday
"Jan 03, 2024",Japan,Tokyo Stock Exchange,Market Holiday
"Jan 08, 2024",Japan,Tokyo Stock Exchange,Respect for the Aged Day
"Feb 12, 2024",Japan,Tokyo Stock Exchange,National Day
"Feb 23, 2024",Japan,Tokyo Stock Exchange,Emperor's Birthday
"Mar 20, 2024",Japan,Tokyo Stock Exchange,Vernal Equinox
"Apr 29, 2024",Japan,Tokyo Stock Exchange,Showa Day
"May 03, 2024",Japan,Tokyo Stock Exchange,Constitution Day
"May 06, 2024",Japan,Tokyo Stock Exchange,Children's Day
"Jul 15, 2024",Japan,Tokyo Stock Exchange,Marine Day
"Aug 12, 2024",Japan,Tokyo Stock Exchange,Mountain Day
"Sep 16, 2024",Japan,Tokyo Stock Exchange,Respect for the Aged Day
"Sep 23, 2024",Japan,Tokyo Stock Exchange,Autumn Equinox
"Oct 14, 2024",Japan,Tokyo Stock Exchange,National Sports Day
"Nov 04, 2024",Japan,Tokyo Stock Exchange,Culture Day
"Dec 31, 2024",Japan,Tokyo Stock Exchange,Market Holiday
"Jan 01, 2025",Japan,Tokyo Stock Exchange,New Year's Day
"Jan 02, 2025",Japan,Tokyo Stock Exchange,Market Holiday
"Jan 03, 2025",Japan,Tokyo Stock Exchange,Market Holiday
"Jan 13, 2025",Japan,Tokyo Stock Exchange,Respect for the Aged Day
"Feb 11, 2025",Japan,Tokyo Stock Exchange,National Day
"Feb 24, 2025",Japan,Tokyo Stock Exchange,Emperor's Birthday
"Mar 20, 2025",Japan,Tokyo Stock Exchange,Vernal Equinox
"Apr 29, 2025",Japan,Tokyo Stock Exchange,Showa Day
"May 05, 2025",Japan,Tokyo Stock Exchange,Children's Day
"May 06, 2025",Japan,Tokyo Stock Exchange,Greenery Day
"Jul 21, 2025",Japan,Tokyo Stock Exchange,Marine Day
"Aug 11, 2025",Japan,Tokyo Stock Exchange,Mountain Day
"Sep 15, 2025",Japan,Tokyo Stock Exchange,Respect for the Aged Day
"Sep 23, 2025",Japan,Tokyo Stock Exchange,Autumn Equinox
"Oct 13, 2025",Japan,Tokyo Stock Exchange,National Sports Day
"Nov 03, 2025",Japan,Tokyo Stock Exchange,Culture Day
"Nov 24, 2025",Japan,Tokyo Stock Exchange,Labor Day
"Dec 31, 2025",Japan,Tokyo Stock Exchange,Market Holiday
"Jan 01, 2024",Jordan,Amman Stock Exchange,New Year's Day
"Apr 10, 2024",Jordan,Amman Stock Exchange,Eid al-Fitr
"Apr 11, 2024",Jordan,Amman Stock Exchange,Eid al-Fitr
"May 01, 2024",Jordan,Amman Stock Exchange,Labor Day
"Jun 16, 2024",Jordan,Amman Stock Exchange,Eid al-Adha
"Jun 17, 2024",Jordan,Amman Stock Exchange,Eid al-Adha
"Jun 18, 2024",Jordan,Amman Stock Exchange,Eid al-Adha
"Jun 19, 2024",Jordan,Amman Stock Exchange,Eid al-Adha
"Jun 20, 2024",Jordan,Amman Stock Exchange,Eid al-Adha
"Jul 07, 2024",Jordan,Amman Stock Exchange,Islamic New Year (Hijri)
"Sep 15, 2024",Jordan,Amman Stock Exchange,Mawlid-al-Nabi
"Sep 16, 2024",Jordan,Amman Stock Exchange,Mawlid-al-Nabi
"Dec 25, 2024",Jordan,Amman Stock Exchange,Christmas
"Jan 01, 2025",Jordan,Amman Stock Exchange,New Year's Day
"Mar 31, 2025",Jordan,Amman Stock Exchange,Eid al-Fitr
"May 01, 2025",Jordan,Amman Stock Exchange,Labor Day
"May 25, 2025",Jordan,Amman Stock Exchange,Independence Day
"Jun 26, 2025",Jordan,Amman Stock Exchange,Islamic New Year (Hijri)
"Sep 07, 2025",Jordan,Amman Stock Exchange,Mawlid-al-Nabi
"Dec 25, 2025",Jordan,Amman Stock Exchange,Christmas
"Jan 01, 2024",Kazakhstan,Kazakhstan Stock exchange,New Year's Day
"Jan 02, 2024",Kazakhstan,Kazakhstan Stock exchange,New Year's Day
"Mar 08, 2024",Kazakhstan,Kazakhstan Stock exchange,Women's Day
"Mar 21, 2024",Kazakhstan,Kazakhstan Stock exchange,Parsi New Year
"Mar 22, 2024",Kazakhstan,Kazakhstan Stock exchange,Parsi New Year
"Mar 25, 2024",Kazakhstan,Kazakhstan Stock exchange,Parsi New Year
"May 01, 2024",Kazakhstan,Kazakhstan Stock exchange,Unity Day
"May 07, 2024",Kazakhstan,Kazakhstan Stock exchange,Defender of the Fatherland Day
"May 09, 2024",Kazakhstan,Kazakhstan Stock exchange,National Day
"Jul 08, 2024",Kazakhstan,Kazakhstan Stock exchange,Day of Capital
"Aug 30, 2024",Kazakhstan,Kazakhstan Stock exchange,Constitution Day
"Oct 25, 2024",Kazakhstan,Kazakhstan Stock exchange,Republic Day
"Dec 16, 2024",Kazakhstan,Kazakhstan Stock exchange,Independence Day
"Jan 01, 2025",Kazakhstan,Kazakhstan Stock exchange,New Year's Day
"Jan 02, 2025",Kazakhstan,Kazakhstan Stock exchange,New Year's Day
"Jan 07, 2025",Kazakhstan,Kazakhstan Stock exchange,Christmas
"Mar 10, 2025",Kazakhstan,Kazakhstan Stock exchange,Women's Day
"Mar 21, 2025",Kazakhstan,Kazakhstan Stock exchange,Parsi New Year
"Mar 24, 2025",Kazakhstan,Kazakhstan Stock exchange,Parsi New Year
"May 01, 2025",Kazakhstan,Kazakhstan Stock exchange,Unity Day
"May 07, 2025",Kazakhstan,Kazakhstan Stock exchange,Defender of the Fatherland Day
"May 09, 2025",Kazakhstan,Kazakhstan Stock exchange,National Day
"Jun 06, 2025",Kazakhstan,Kazakhstan Stock exchange,Eid al-Adha
"Jul 07, 2025",Kazakhstan,Kazakhstan Stock exchange,Day of Capital
"Sep 01, 2025",Kazakhstan,Kazakhstan Stock exchange,Constitution Day
"Oct 27, 2025",Kazakhstan,Kazakhstan Stock exchange,Republic Day
"Dec 16, 2025",Kazakhstan,Kazakhstan Stock exchange,Independence Day
"Jan 01, 2024",Kenya,Kenya Stock Exchange,New Year's Day
"Mar 29, 2024",Kenya,Kenya Stock Exchange,Good Friday
"Apr 01, 2024",Kenya,Kenya Stock Exchange,Easter
"Apr 11, 2024",Kenya,Kenya Stock Exchange,Eid al-Fitr
"May 01, 2024",Kenya,Kenya Stock Exchange,Labor Day
"Jun 03, 2024",Kenya,Kenya Stock Exchange,Madaraka Day
"Oct 10, 2024",Kenya,Kenya Stock Exchange,Culture Day
"Oct 21, 2024",Kenya,Kenya Stock Exchange,National Heroes Day
"Dec 12, 2024",Kenya,Kenya Stock Exchange,Independence Day
"Dec 25, 2024",Kenya,Kenya Stock Exchange,Christmas
"Dec 26, 2024",Kenya,Kenya Stock Exchange,Boxing Day
"Jan 01, 2025",Kenya,Kenya Stock Exchange,New Year's Day
"Apr 01, 2025",Kenya,Kenya Stock Exchange,Eid al-Fitr
"Apr 18, 2025",Kenya,Kenya Stock Exchange,Good Friday
"Apr 21, 2025",Kenya,Kenya Stock Exchange,Easter
"May 01, 2025",Kenya,Kenya Stock Exchange,Labor Day
"Jun 02, 2025",Kenya,Kenya Stock Exchange,Madaraka Day
"Oct 10, 2025",Kenya,Kenya Stock Exchange,Culture Day
"Oct 20, 2025",Kenya,Kenya Stock Exchange,National Heroes Day
"Dec 12, 2025",Kenya,Kenya Stock Exchange,Independence Day
"Dec 25, 2025",Kenya,Kenya Stock Exchange,Christmas
"Dec 26, 2025",Kenya,Kenya Stock Exchange,Boxing Day
"Jan 01, 2024",Kuwait,Kuwait City Stock Exchange,New Year's Day
"Feb 07, 2024",Kuwait,Kuwait City Stock Exchange,Eid al-Isra Wal Miraj
"Feb 25, 2024",Kuwait,Kuwait City Stock Exchange,National Day
"Feb 26, 2024",Kuwait,Kuwait City Stock Exchange,Liberation Day
"Apr 10, 2024",Kuwait,Kuwait City Stock Exchange,Eid al-Fitr
"Apr 11, 2024",Kuwait,Kuwait City Stock Exchange,Eid al-Fitr
"Apr 12, 2024",Kuwait,Kuwait City Stock Exchange,Eid al-Fitr
"Jun 16, 2024",Kuwait,Kuwait City Stock Exchange,Eid al-Adha
"Jun 17, 2024",Kuwait,Kuwait City Stock Exchange,Eid al-Adha
"Jun 18, 2024",Kuwait,Kuwait City Stock Exchange,Eid al-Adha
"Jul 07, 2024",Kuwait,Kuwait City Stock Exchange,Islamic New Year (Hijri)
"Sep 15, 2024",Kuwait,Kuwait City Stock Exchange,Mawlid-al-Nabi
"Jan 01, 2025",Kuwait,Kuwait City Stock Exchange,New Year's Day
"Jan 26, 2025",Kuwait,Kuwait City Stock Exchange,Al Isra' wal-Mi'raj
"Feb 25, 2025",Kuwait,Kuwait City Stock Exchange,National Day
"Feb 26, 2025",Kuwait,Kuwait City Stock Exchange,Liberation Day
"Mar 30, 2025",Kuwait,Kuwait City Stock Exchange,Eid al-Fitr
"Mar 31, 2025",Kuwait,Kuwait City Stock Exchange,Eid al-Fitr
"Apr 01, 2025",Kuwait,Kuwait City Stock Exchange,Eid al-Fitr
"Apr 02, 2025",Kuwait,Kuwait City Stock Exchange,Eid al-Fitr
"Jun 05, 2025",Kuwait,Kuwait City Stock Exchange,Day of Arafat
"Jun 06, 2025",Kuwait,Kuwait City Stock Exchange,Eid al-Adha
"Jun 07, 2025",Kuwait,Kuwait City Stock Exchange,Eid al-Adha
